,time,product,title,full_text,mark
26,19.06.2020 9:29,business_remote,"
Продление ключа при ДБО
","Я, А-кин А.С., обслуживаюсь в дополнительном офисе N 3349/66/02 р.п.Куйтун Иркутского регионального филиала. У меня в банке открыт расчётный счёт и есть пластиковая карта.Персонал всегда отзывчив для решения разных вопросов.Процедура продления электронного ключа в системе Интернет клиент, на мой взгляд, сложна,  поэтому пришлось обратиться к сотруднику банка. 17.06.2020 обратился в банк, помощь в продлении мне оказала старший операционист Тер-ва Я.О., она помогла мне закончить процедуру продления ключей в Интернет клиенте, теперь все работает, спасибо ей большое за отзывчивое и оперативное решение моей проблемы. Банк однозначно рекомендую.","Оценка:

			5
		

							Не засчитана"
27,18.06.2020 13:58,business_remote,"
Благодарность за сотрудничество!!!
","Выражаем глубокую благодарность всем сотрудникам Доп. офиса № 3349/7/17 Ростовского РФ АО ""Россельхозбанк"" в г. Сальске за Ваш профессионализм, взаимопонимание и умение находить подход к каждому клиенту!!! Мы высоко ценим АО ""Россельхозбанк"" как партнера! В данном Доп. офисе банка обслуживаемся более 10-ти лет. За весь период нашего сотрудничества с банком у нас не возникало разногласий. Сотрудники банка - грамотные и вежливые специалисты, четко и слажено выполняют поставленные задачи. Не однократно пользовались услугой кредитования бизнеса. Остались очень довольны. Желаем Вам процветания, благополучия! Надеемся на дальнейшее сотрудничество!","Оценка:

			5
		

							Не засчитана"
28,17.06.2020 17:36,business_remote,"
Россельхозбанк банк мне нравится!
","Спасибо отделению Россельхозбанк г.Каменск - Шахтинский за оказания услуг! Сотрудники банка работают сплоченно, всегда приятны и отзывчивы. Подбирают подход индивидуально к каждому клиенту. Всегда готовы ответить на все вопросы. Работа данного банка мне нравится. Я являюсь клиентом Россельхозбанка с 2015 года, и ни разу не пожалел о своём выборе!","Оценка:

			5
		

							Не засчитана"
29,17.06.2020 15:37,business_remote,"
Негативный отзыв
","Пережить и понять особенности установки и использования онлайн банка возможно, хотя и с трудом (привыкаешь к легкости и доступности сервиса в других банках). Ждать в контактном центре специалиста 15 минут уже гораздо сложнее и беспокойнее, когда время-деньги. Но потеря денежных средств при переводе валюты - это был край терпения. Прошло 2 месяца со времени перевода, а информации о том, где они, все еще нет.  Единственное достоинство банка - выгодный обменный курс валюты и милые сотрудники филиала.","Оценка:

			2"
30,17.06.2020 13:03,business_remote,"
Благодарность
","На протяжении многих лет, наша организация МУП ""*************"" тесно взаимодействует и сотрудничает с прекрасным и дружелюбным коллективом АО ""Россельхозбанк"" ВСП №3349/62/26 в с. Верхние Татышлы. В апреле в связи с ситуацией с COVID-19, когда все наши сотрудники находились на самоизоляции, нам необходимо было срочно перечислить денежные средства контрагентам, которые в последующем направят их на выплату заработной платы своим сотрудникам. Я обратилась в отделение банка, чтобы решить данный вопрос. Сотрудники отделения предложили выход, установив дистанционное мобильное приложение. Я как главный бухгалтер М-а Н.Н. , хочу выразить благодарность команде отделения АО ""Россельхозбанк"" в поддержке и сопровождении нашей организации, благодаря их опыту и профессионализму, наше руководство не потеряло репутацию среди наших контрагентов. Выражаю благодарность руководителю Г-у В. и его команде. Удачи Вам и успехов в вашей нелегкой работе. Берегите себя и своих близких!","Оценка:

			5
		

							Не засчитана"
31,16.06.2020 20:48,business_remote,"
Быстрое и качественное обслуживание
","Обратились впервые в банк в прошлом году, необходимо было оперативно открыть расчетный счет для работы. Как раз была акция на открытие расчетного счета и можно было заявку подать через интернет. Честно говоря, думали что это затянется на неделю как минимум, но были приятно удивлены. Счет был зарезервирован буквально в течение 5-10 минут. С нами связался сотрудник банка П-к М. С. и объяснила условия открытия. На следующий день мы пришли и нам выдали все необходимые документы для подписания и реквизиты нашего счета, а так же установили приложение для работы онлайн и приложение в телефон. все, мы начали работу, не отвлекаясь на походы  в банк и трату времени по очередям. Девочки в банке всегда приветливые и всегда помогут, если есть какие то вопросы.приходить приятно.","Оценка:

			5
		

							Не засчитана"
32,11.06.2020 12:40,business_remote,"
Благодарность
","Выражаю благодарность коллективу АО ""Россельхозбанк"" ДО в п.Залари за качественное обслуживание и помощь в решении моего вопроса.  Обратились в отделение Банка с проблемой проведения платежного поручения через ДБО. Струдники все доступно объяснили, показали на примере как в дальнейшем пользоваться приложением ""Интернет-клиент"" чтоб в дальнейшем не возникало проблем.","Оценка:

			5
		

							Не засчитана"
33,10.06.2020 14:59,business_remote,"
Благодарность сотрудникам банка
","Здравствуйте, наша организация хочет выразить благодарность специалистам операционного отдела Россельхозбанк по адресу: город Элиста, улица Юрия Клыкова 87. Наше общество является клиентом банка на протяжении нескольких лет и весь состав банка неоднократно оказывал помощь в консультациях, в предотвращении ошибок в платежных поручениях и быстром банковском обслуживании. Особенную благодарность хотим выразить специалистам: А-ой Галине Леонидовне и Б-ой Александре Петровне. Благодарим вас за высокопрофессиональную помощь и отзывчивость.","Оценка:

			5
		

							Не засчитана"
34,10.06.2020 14:40,business_remote,"
Фролово
","Наша компания ООО ""Д*****Й"" ведет свое расчетно-кассовое обслуживание на протяжении более 1 года в АО ""Россельхозбанк""  в отделении города Фролово Волгоградской области. Руководитель отделения - Ш-на Ирина Николаевна. Коллектив банка составляют исключительно профессиональные сотрудники. Обслуживание клиентов осуществляется на высшем уровне. По совету руководителя подразделения, нами было установлено мобильное приложение банка, которое позволяет осуществлять оплату контрагентам без посещения офиса банка, а так же осуществлять полный контроль за средствами находящимися на расчетном счете нашей компании,  что является очень удобным решением. Кроме того, данный способ обслуживания расчетного счета позволяет значительно экономить денежные средства на составлении платежных документов.Так же в банке предусмотрено предоставление услуг  по депозиту для юридических лиц, с весьма выгодными и гибки условиями. Так же тарифы банка за ведение расчетного счета являются одними из самых низких по сравнению с другими банками.Сотрудники банка всегда готовы оказать и дистанционную поддержку клиентов по возникающим вопросам, что весьма приятно, так как посетить офис не всегда предоставляется возможным.Могу с полной ответственностью рекомендовать данный банк.","Оценка:

			5"
35,09.06.2020 10:53,business_remote,"
Поздравление
","Добрый день!Хотелось бы выразить признательность и высказать слова благодарности сотрудникам Пензенского РФ АО «Россельхозбанк» Пачелмского ДО 3349/1513  за отзывчивость и внимание, уделяемое клиентам. Могу сказать, что сотрудники Банка очень внимательно и профессионально подходят к решению моих проблем, предлагают оптимальные варианты решений. Особо хочу отметить оперативность в работе и стремление минимизировать мое участие в подготовке и сбору необходимой рабочей документации, что позволяет сэкономить не только время, но и нервы! Из тех продуктов, чем пользуюсь, могу отметить очень удобный и быстрый в использовании сервис Банка по удаленному доступу «Банк-Клиент», который также помимо существенной экономии времени обладает современным интерфейсом.В общем, являясь клиентом Банка с 2008 года, могу сказать, что своим выбором доволен и рекомендую Банк своим деловым партнером и коллегам, некоторые из которых уже воспользовались моими рекомендациями. Так же хотелось бы поздравить коллектив банка с наступающим Днем банковского работника. Пожелать всем сотрудникам здоровья, удачи, семейного благополучия, спокойствия, чтоб ваши старания  превращались вфинансовые крупные плоды. И конечно пожелать  приятной стабильности во всём!С Уважением ИП С-ин В.П.- Глава КФХ.","Оценка:

			5
		

							Не засчитана"
36,09.06.2020 10:47,business_remote,"
Отзыв АО ""Россельхозбанк"" ДО п. Залари
","Добрый день! Хочется выразить искренние слова благодарности коллективу АО ""Россельхозбанк"" ДО п. Залари! Наша компания пользуется услугами этого банка много лет. Неоднократно в операциях нам помогала К-ва Е.Р. считаем, что такими работниками можно гордиться и брать с них пример  в работе и культуре общения с клиентами.  Все сотрудницы компетентны, приветливы и доброжелательны,  что очень приятно и ценится при посещении банка.Желаем доброго здоровья, благополучия  и  дальнейших успехов в сложной, но так необходимой нам  Вашей работе!С уважением, коллектив ЗРО ВДПО.","Оценка:

			5
		

							Не засчитана"
37,17.05.2020 18:15,business_remote,"
Не могу подключится к услугам ДБО
","Более месяца не можем подключится к услугам ДБО РСХБ в ДО Красная Горбатка Владимирской области. Организация ООО «С***» ИНН 3322****49. Было выдано 2 логина LK543***22 и LK392***71. Ошибка нет возможности выбора абонента А на шаге 2. Операционист утверждает, что виновата служба поддержки, а служба поддержки говорит, что абонента должен занести операционист. Далее по просьбе операциониста создаю вторую заявку на подключение, не создается пока не будет выполнена первая, удаляю первую, создаю вторую - ошибка нет возможности выбора абонента А на шаге 2. После этого блокируют 1 логин. Получаем второй логин. Результат тот же. Ошибка нет возможности выбора абонента А на шаге 2. Далее по просьбе операциониста создаю вторую заявку на подключение, не создается пока не будет выполнена первая. Первую не удаляю, чтобы не заблокировали второй логин. Сообщаю операционисту. Та пишет в службу поддержки. Все. Обратной связи нет. Молчок. Скажите под лежачий камень вода не текёт, но второй раз наступили на одни и те же грабли. Служба поддержки говорит, что абонента должен внести операционист, а та открещивается, говорит, что я не программист, обращайтесь в службу поддержки. Кто за что отвечает не понятно. При установке использовались 3 разных компьютера с WIN 10/8/7 32 и 64 битных систем. IE настроен в соответствии с памяткой для клиента банка на подключение к системе «ИК» с использованием «ЛК». На месте работодателя ушел бы в другой банк, а так поселок, здесь только СБ и РСХБ.","Оценка:

			1
		


Проблема решена"
38,26.03.2020 11:56,business_remote,"
Благодарность
","Хочу выразить благодарность сотрудникам  Дополнительного офиса  АО «Россельхозбанк» №3349\6\11 в Новоалександровске и в частности главному операционисту С-ой Людмиле,  которая проявила высокий профессионализм, для открытии нового счёта, в филиал обратился представитель по доверенности нашей фирмы, (потребовалось очень срочно его открыть)  всё было сделано как и обещано быстро, бесплатно и главное в оговоренный  срок.директор   ООО ""Р****й""         А.Н.Л-ов","Оценка:

			5
		

							Не засчитана"
39,21.03.2020 19:32,business_remote,"
Благодарность
","ООО в лице директора Ч-ва Юрия  хочет выразить благодарность Л-му Сергею и его команде за качественное обслуживание, внимательное отношение к клиенту, профессиональный подход и ответственное выполнение поставленных задач. Настоящий профессионал своего дела.","Оценка:

			5
		

							Не засчитана"
40,10.03.2020 19:56,business_remote,"
Не закрывают счёт! Удерживают средства!
","20 января мы закрыли два счета. Расчетный и Карточный. Расчетный был закрыт и остатки были переведены согласно оставленным реквизитам 22 января. Но карточный счет озвучили срок 45 дней. Сегодня 49 день, информации о закрытии счета, а также денег пока мы не видим!Телефонная поддержка это просто алес оставляют какие то заявки и никто не перезванивает!На office@rshb.ru Никто не отвечает!Дали телефон отделения (который есть в Google) трубки не берут либо попадаем на общий кол центр!Связи 0! По любым вопросам даже не связанными со счетами говорят: Обращайтесь в отделение! Видимо название соответсвующее Россельхоз или СовДепБанк выбираем любое! Отношение к клиенту никакое! Где наши деньги и закрытие счёта????","Оценка:

			1
		

							Не засчитана"
41,14.02.2020 5:58,business_remote,"
Отличное обслуживание!
","Хочу поблагодарить сотрудницу ""Россельхозбанка"" О-ву Татьяну О.! Прекрасное отношение к клиентам, отзывчивая, грамотная, всегда вежливая. Не было такого случая, чтобы она не смогла решить мою проблему. Очень редко встретишь людей отзывчивых и добрых. Татьяна Олеговна именно такая.Спасибо, побольше таких сотрудников!","Оценка:

			5
		

							Не засчитана"
42,10.02.2020 9:47,business_remote,"
Не исполняет свои обязательства
","Являюсь клиентом банка с декабря 2019 г. Как ИП ИНН 56***35. Началось совсем странно, первые 4 платежа поданные дистанционно просто не исполняли без объяснения причин так и не знаю почему. Пришлось ехать в банк и подавать на бумажном носители. Карту Master Card выдали через 32 дня после подачи заявления на выпуск. Но рассчитаться с ее помощью с поставщиками не смог, так пришлось со счета снимать наличные и платить поставщиками, При этом процент за превышение лимита сняли без вопросов и сразу. Теперь с 10.02.2020, вообще не пускает в мобильный банк, в интернет банк доступ так и не смог получить, даже после получения карты, с помощью которой я должен был зарегистрироваться в интернет-банке. Отвратительный банк, абсолютно не приспособленный к работе с клиентами, За 1,5 месяца работы потери на костылях и за нарушения сроков выполнения работ перед контрагентов составил 32000 руб.","Оценка:

			1"
43,29.01.2020 15:55,business_remote,"
Отвратительно работает ДБО
","ДБО (дистанционное банковское обслуживание), оно же Банк-клиент работает у них отвратительно! Программное обеспечение неудобное: невозможно посмотреть выписку более чем за 30 дней, наверное их программисты не в курсе, что есть месяцы с 31 днем. Чтобы посмотреть выписку за январь, нужно делать это два раза с 1 января по 30 января и с 31 января по 31 января - раньше можно было формировать выписку за последние 6 месяцев. Да, можно сделать экспорт за любой период и смотреть там, но это лишние движения.С начала января 2020 года в ДБО не отображается актуальный остаток денег, вернее он то отображается, то не отображается, выписку вообще никак нельзя просмотреть. Тех.поддержка на письма не отвечает, другого способа связи с ней нет. У меня небольшой оборот и платёжек - мизерное количество, но и меня это уже достало, даже не представляю как работают люди, у которых хотя бы 10-15 оплат в день, ни увидеть от кого пришли деньги, ни самому не отправить деньги.Никому не рекомендую этот банк!","Оценка:

			1"
44,10.01.2020 14:07,business_remote,"
Отвратительное обслуживание ЭЦП ДБО, в контактном центре - робот, дозвониться в офис невозможно
","Отзыв НЕ касается расчётно-кассового обслуживания - тут претензий нет: всё быстро и чётко. Но, думаю, до первых проблем. Как это случилось с ДБО.Клиентом данного банка являюсь уже более 10 лет. Всегда все вопросы решались быстро (грамотные специалисты быстро всё объясняли или решали). Но сейчас, наверное с повышением уровня автоматизации и сопровождающим этот процесс понижением уровня квалификации ответственных лиц - появились ""незаменимые люди"".В связи с переходом ЭЦП на ГОСТ 2012, с начала сентября в ДБО на главной странице появилось соответствующее предупреждение (мол, обновите приложения и софт) - ни слова не было о ключах/сертификатах ЭЦП.Оператор коллцентра (тогда ещё люди отвечали) ответила, что ничего страшного и есть допсоглашение банка, что менять ЭЦП не нужно.18-19-го декабря 2019-го, оказавшись в банке по другим делам, уточнил у сотрудника банка, нужно ли до конца года менять ЭЦП ГОСТ 2001 на ЭЦП ГОСТ 2012. Ответ был - желательно. Токен был собой, под руководством сотрудника были написаны заявления на отзыв ЭЦП и перевыпуск (подробные названия документов уже не помню - они составлялись в единственном экземпляре), сотрудник банка сказал, что процесс займёт максимум 5 рабочих дней и мне позвонят.Мне никто не позвонил. Звонок в банк 54-10-54 либо падает в тишину и разъединяет через минуту, либо автоответчик, дополнительный номер 2, пара длинных гудков и разъединение. Звонок на горячую линию - минимум полчаса ожидания и только советы робота как подключить клиент банк. Вариантов дождаться оператора - нет.29-го декабря 2019-го года пришёл в отделение, где узнала) В банке есть ""незаменимый сотрудник"";б) Он на больничном;в) Когда будет готова ЭЦП - неизвестно, ничем помочь не могут.Сегодня, 10 января 2020-го года разговор в отделении повторился почти слово в слово. Таким образом банк из-за своей кадровой и профессиональной политики оставил меня и моих сотрудников без денег на новогодние праздники и, в целом, на неопределённый срок.Предполагаю, что это может быть политика руководства отделения банка, так как с 12-го декабря стоимость одной бумажной платёжки повысилась до 350 рублей, что в моём случае - безальтернативно.","Оценка:

			3"
45,19.12.2019 9:56,business_remote,"
Спасибо за помощь
","Выражаем большую благодарность управляющему ДО г. Сергиев Посад Московской области Ш-вой Елене Валерьевне и сотрудникам банка за непосредственное участие и скорейшее решение вопроса по ДБО. Были проблемы при генерации нового ключа ДБО.  Спасибо.Имеем несколько счетов в Россельхозбанке,  часто обращаемся. Все сотрудники ДО банка доброжелательны, коллектив давно устоявшийся.Поздравляем  вас с наступающим Новым Годом! Желаем успехов и новых клиентов!С уважением, правление ТСЖ ""В-я"".","Оценка:

			5
		

							Не засчитана"
46,17.12.2019 20:28,business_remote,"
Благодарность
","В преддверии нового года выражаю благодарность специалистам Россельхозбанка всела Бижбуляк, дополнительного офиса 6234 С-й С.А., А-й Н.О. и управляющей И-й С.В..Высокий уровень обслуживания, профессионализм, заинтересованность в клиенте, умение угодить, сделать качественную услугу, доброжелательность, добросовестность, искренность, компетентность, всегда с улыбкой, и все эти качества есть у специалистов Россельхозбанка села Бижбуляк. Это просто уникальные сотрудники!!! Честь и хвала Светлане Анатольевне, Надежде Олеговне, и Светлане Валерьевне! Говорю им Большое СПАСИБО! Россельхозбанк-САМЫЙ ЛУЧШИЙ БАНК по работе с клиентами! Этобанк, в котором сотрудники всегда протягивают вам руку! Успехов вам и процветания!!! С наступающим новым годом!!!!","Оценка:

			5
		

							Не засчитана"
47,17.12.2019 6:03,business_remote,"
Отзыв
","Выражаю благодарность специалисту Россельхозбанка в г.Находка, дополнительного офиса 3349/54/12 Л-й Т.Н. Высокий уровень обслуживания, профессионализм, заинтересованность в клиенте, умение угодить, сделать качественную услугу, доброжелательность, добросовестность, искренность, компетентность, всегда с улыбкой-и все эти качества есть у Татьяны. Это просто уникальный сотрудник!!! Честь и хвала Т.Л-й! Говорю ей Большое СПАСИБО!Россельхозбанк-САМЫЙ ЛУЧШИЙ БАНК по работе с клиентами! Это банк, в котором сотрудник всегда протянет вам руку! Успехов вам и процветания!!!","Оценка:

			5
		

							Не засчитана"
48,13.12.2019 11:44,business_remote,"
Благодарность
","Добрый день! Я являюсь клиентом ОО N 3349/35/06 г. Лодейное Поле. Имею расчетный счёт.  Хочу поблагодарить сотрудников операционного отдела за быстрое и качественное обслуживание. Сотрудники всегда приветливы и доброжелательны. Все вопросы можно решить на месте. Своевременно и профессионально дадут консультации по работе с интернет- банком, с другими изменениями. Надеюсь на долгосрочное сотрудничество!","Оценка:

			5
		

							Не засчитана"
49,12.12.2019 13:37,business_remote,"
Вечные проблемы с обновлением ключа и перегенерацией
","Как юрлицо, работающее в ДБО хочу сказать - РСХБ просто тихий ужас. Возможно, в МСК все ок, но в отделении г. Сергиев Посад это большая проблема. Ключи на перегенерации висят до победного по 3-4 недели. В связи с переходом на новый ГОСТ месяц назад меняли ключ Token. За месяц нам так и не выпустили сертификат. Запрос на первичную генерацию принят банком и вот уже месяц висит как ""принят"".  Обратной связи нет абсолютно. Опять ждем и боюсь, что снова придется делать первичную генерацию, так как срок действия технологического ключа заканчивается. В течение последнего года косяки со стороны банка или удостоверяющего центра только растут. Отвратительная работа.","Оценка:

			2
		


Проблема решена"
50,11.12.2019 8:13,business_remote,"
Об обслуживании юрлиц
","В прошлом году замучившись со Сбербанком: при каждом мелком вопросе нужно было звонить по федеральному номеру, по которому не дозвонишься, или съездить в банк, отстоять очередь и главное не всегда решают проблему, то ли нет полномочий,  то ли далеко. Открыли свой расчетный счет по акции в Якутском отделении РСХБ и были приятно удивлены. Наш куратор К.Ю.М-а с отдела работы с предприятиями малого и среднего бизнеса всегда на связи: консультирует нас по нашим вопросам, наши проблемки решаются вовремя, без всяких заморочек, бланки, которые нужно нам заполнять получаем на свой мейл, по нашим заявкам специалисты по настройке сами звонят нам в удобное время.Хотелось бы, чтобы нашего куратора отметили за добросовестную работу как компетентного, хорошего специалиста.","Оценка:

			5
		

							Не засчитана"
51,09.12.2019 12:49,business_remote,"
Выражаем свою благодарность
","Хотим выразить огромную благодарность и попросить руководство банка отметить работу  П-а А. Возможно наградить ее за прекрасную работу в качестиве  премии .Она прекрасный специалист, всегда коммуникабельна, вежлива, добржилательна поможет в любом вопросе.  Работать с ней одно удовольствие. Так же  хотим отметить и руководителя филлиала на Красном проспекте 77 Е-у Л.Г.. В этом году было особенно приятно работать со слаженной командой вашего филлиала. Спасибо что вы есть.","Оценка:

			5
		

							Не засчитана"
52,29.11.2019 16:06,business_remote,"
Россельхозбанк
","Доброго времени. Хотелось бы поблагодарить операционистов Россельхозбанка Бесланского Отделения,  девочки во главе со своим руководителем очень внимательные, компетентны в своей работе. Сегодня открыла счет в другом банке и ушла с Россельхозбанка по причине- неусовершенствованная система банка. Во-первых и обслуживание дороже других банков,  а во-вторых устаревшая платформа 3.9 конфликтует с контуром и личным кабинетом налогоплательщика юр.лица, а это доставляет большие неудобства.  Только благодаря сотрудникам  три года оставалась клиентом банка. Спасибо Вам!","Оценка:

			4
		

							Не засчитана"
53,18.11.2019 13:39,business_remote,"
Дозвониться в банк
","Отвратительный контакт с банком. По всем имеющимся номерам для связи юридическому лицу отвечает автоинформатор, ограниченный в выборе. При попытке связаться с живым специалистом, сообщает ненужную информацию и разрывает соединение. Решить вопрос невозможно. Связаться через смежных операторов невозможно - говорят не могут. До техподдержки не дозвониться. С сайта заказ обратного звонка не работает.","Оценка:

			1
		

							Не засчитана"
54,08.11.2019 13:52,business_remote,"
Обслуживание юридических лиц в отделение банка м. Павелецкая
","Наша организация  обслуживается в АО Московский региональный филиал АО ""Россельхозбанк""- ЦРМБ более 10 лет.  При переходе на новый формат электронной подписи для работы в системе Дистанционного банковского обслуживания в октябре и ноябре 2019 г. ( в частности , 05 ноября  в 17.30) возникало много вопросов и проблем. Однако ,в доп офисе банка г. Москва, ул. Валовая, д. 26, м. Павелецкая  сотрудник банка К-ва М.  помогла решить все оперативно . Хотелось бы отметить ,помимо ее профессионализма, вежливость, доброжелательность и коммуникабельность, а также искреннее неравнодушие к проблемам клиентов банка. Приятно удивлены! Спасибо, Марина.  Желаем АО ""Россельхозбанк"" побольше таких сотрудников! С уважением, Г-ва Ю.","Оценка:

			5
		

							Не засчитана"
55,19.10.2019 0:02,business_remote,"
Отзыв
","Являюсь клиентом Россельхозбанка с момента его доткрытия в г Рыбинск ул Ломоносова 2.сотрудники профессиональны и компетентны .за все время сотрудничества у меня небыло не одной проблемы по обслуживанию .жалко только операцианисты меняются ,только привыкнешь и они знают что к чему и раз уходит на другую работу жаль.хочу отдельно поблагодарить нач. отделения Ив-ву Ирину Михайловну очень профессиональный сотрудник очень компитентна ,за работу радеет и в уважении у коллектива. Одним словом профи своего дела.мне в частности помогла с д б о . с уважением.спасибо.Вам всем успехов девчата.","Оценка:

			5
		

							Не засчитана"
56,11.10.2019 15:07,business_remote,"
ДБО Россельхозбанка
","Здравствуйте!Почему приложение для IOS есть, а для работы на MAC нет? Вынуждены держать один компьютер с системой Windows для того, чтобы работать с Интернет-банком для юридических лиц, хотя у нас вся работа на Макинтошах. Когда появится возможность работать с Интернет-банком из MAC систем? 21 век, а у вас все еще нет приложений для всех систем.И еще вопрос, в прошлом году заполняли большой опросник по улучшению работы ДБО Вашего банка, а изменений никаких. Мало того, теперь, чтобы получить выписку больше, чем на полгода, надо оставлять заявку. В других банках можно посмотреть выписку даже за позапрошлый год.","Оценка:

			3
		

							Не засчитана"
57,03.10.2019 15:00,business_remote,"
Не работают телефоны или не берут трубки
","Добрый день!Возникла необходимость смены сертификата ключа ЭП (аннулирование действующего и получение нового).  По телефону гор. линии 8-800-100-0-100 специалисты помогли и объяснили (поэтому не ставлю 1), как сформировать запросы.  После чего, начались попытки дозвониться в Самарский региональный филиал и уточнить ряд вопросов по необходимым документам, времени и места для подачи бумажных заявлений.  И вот тут начались странные вещи.Сначала, я пытался дозвониться по телефонам, указанным на одном информационном портале,  +7 (846) 339-24-54,  +7 (846) 339-24-06, +7 (846) 339-24-70.  На данных номерах никто трубку не брал, хотя звонил по 3-4 раза на каждый. Позвонил на горячую линию, специалист сказал,что данные номера не верны и предложил звонить по номерам с оф. сайта https://www.rshb.ru/branches/samara/.  Приняв во внимание свою ошибку, начал звонить по телефонам (846) 339-24-52, (846) 339-24-54. На первом трубку никто не брал, на втором ( о, чудо!) взяла девушка, но огорчила, что надо звонить по номеру (846) 339-24-24, где опять никто не берет трубки.  Я конечно понимаю, что можно самому доехать до отделения банка,  уточнить всю информацию у сотрудников, вернуться на работу, подготовить документы и опять ехать в отделение банка.  Но простите,  если банку ""плевать"" на клиентов и ""пофиг"" на качество обслуживания, то зачем на оф. сайте писать телефоны, по которым никогда не ответят.  Если телефоны не верные и на оф. сайте банка, то надо поправить.","Оценка:

			2
		

							Не засчитана"
